# f[Hz], H(x1/x0), H(xpl/x0)
1.964111328125000000e+01 4.669996262312855291e-04 3.338037749572175017e-19
1.964416503906250000e+01 4.668544712258645892e-04 3.332275977940389987e-19
1.964721679687500000e+01 4.667093838969637448e-04 3.326525137326466870e-19
1.965026855468750000e+01 4.665643642025122111e-04 3.320785205150208367e-19
1.965332031250000000e+01 4.664194121004723798e-04 3.315056158881833693e-19
1.965637207031250000e+01 4.662745275488381388e-04 3.309337976041833646e-19
1.965942382812500000e+01 4.661297105056366611e-04 3.303630634200858911e-19
1.966247558593750000e+01 4.659849609289281333e-04 3.297934110979621347e-19
1.966552734375000000e+01 4.658402787768044012e-04 3.292248384048733179e-19
1.966857910156250000e+01 4.656956640073902699e-04 3.286573431128633810e-19
1.967163085937500000e+01 4.655511165788434502e-04 3.280909229989434783e-19
1.967468261718750000e+01 4.654066364493534744e-04 3.275255758450814337e-19
1.967773437500000000e+01 4.652622235771422922e-04 3.269612994381898963e-19
1.968078613281250000e+01 4.651178779204653553e-04 3.263980915701144476e-19
1.968383789062500000e+01 4.649735994376094487e-04 3.258359500376218535e-19
1.968688964843750000e+01 4.648293880868937210e-04 3.252748726423877383e-19
1.968994140625000000e+01 4.646852438266703888e-04 3.247148571909858477e-19
1.969299316406250000e+01 4.645411666153229481e-04 3.241559014948750486e-19
1.969604492187500000e+01 4.643971564112680714e-04 3.235980033703886884e-19
1.969909667968750000e+01 4.642532131729544694e-04 3.230411606387231841e-19
1.970214843750000000e+01 4.641093368588623488e-04 3.224853711259247812e-19
1.970520019531250000e+01 4.639655274275054182e-04 3.219306326628795871e-19
1.970825195312500000e+01 4.638217848374282318e-04 3.213769430853005230e-19
1.971130371093750000e+01 4.636781090472079240e-04 3.208243002337181759e-19
1.971435546875000000e+01 4.635345000154544263e-04 3.202727019534674129e-19
1.971740722656250000e+01 4.633909577008082990e-04 3.197221460946742373e-19
1.972045898437500000e+01 4.632474820619436585e-04 3.191726305122489992e-19
1.972351074218750000e+01 4.631040730575653038e-04 3.186241530658706995e-19
1.972656250000000000e+01 4.629607306464108315e-04 3.180767116199778897e-19
1.972961425781250000e+01 4.628174547872497134e-04 3.175303040437569239e-19
1.973266601562500000e+01 4.626742454388829717e-04 3.169849282111290068e-19
1.973571777343750000e+01 4.625311025601434498e-04 3.164405820007416714e-19
1.973876953125000000e+01 4.623880261098966800e-04 3.158972632959553457e-19
1.974182128906250000e+01 4.622450160470385522e-04 3.153549699848326641e-19
1.974487304687500000e+01 4.621020723304984580e-04 3.148136999601285962e-19
1.974792480468750000e+01 4.619591949192362553e-04 3.142734511192761959e-19
1.975097656250000000e+01 4.618163837722443822e-04 3.137342213643788008e-19
1.975402832031250000e+01 4.616736388485459053e-04 3.131960086021965506e-19
1.975708007812500000e+01 4.615309601071967429e-04 3.126588107441363245e-19
1.976013183593750000e+01 4.613883475072839838e-04 3.121226257062412929e-19
1.976318359375000000e+01 4.612458010079260504e-04 3.115874514091775321e-19
1.976623535156250000e+01 4.611033205682733491e-04 3.110532857782258390e-19
1.976928710937500000e+01 4.609609061475073485e-04 3.105201267432679129e-19
1.977233886718750000e+01 4.608185577048420976e-04 3.099879722387790848e-19
1.977539062500000000e+01 4.606762751995218405e-04 3.094568202038130545e-19
1.977844238281250000e+01 4.605340585908230763e-04 3.089266685819947166e-19
1.978149414062500000e+01 4.603919078380533663e-04 3.083975153215063899e-19
1.978454589843750000e+01 4.602498229005524185e-04 3.078693583750790547e-19
1.978759765625000000e+01 4.601078037376899734e-04 3.073421956999803636e-19
1.979064941406250000e+01 4.599658503088686228e-04 3.068160252580049156e-19
1.979370117187500000e+01 4.598239625735212077e-04 3.062908450154613528e-19
1.979675292968750000e+01 4.596821404911122818e-04 3.057666529431643671e-19
1.979980468750000000e+01 4.595403840211376243e-04 3.052434470164214118e-19
1.980285644531250000e+01 4.593986931231243474e-04 3.047212252150256717e-19
1.980590820312500000e+01 4.592570677566305717e-04 3.041999855232395003e-19
1.980895996093750000e+01 4.591155078812458054e-04 3.036797259297903268e-19
1.981201171875000000e+01 4.589740134565901855e-04 3.031604444278551530e-19
1.981506347656250000e+01 4.588325844423158870e-04 3.026421390150518379e-19
1.981811523437500000e+01 4.586912207981051716e-04 3.021248076934301424e-19
1.982116699218750000e+01 4.585499224836723391e-04 3.016084484694581033e-19
1.982421875000000000e+01 4.584086894587622641e-04 3.010930593540134148e-19
1.982727050781250000e+01 4.582675216831503411e-04 3.005786383623724504e-19
1.983032226562500000e+01 4.581264191166435152e-04 3.000651835141992375e-19
1.983337402343750000e+01 4.579853817190796851e-04 2.995526928335378978e-19
1.983642578125000000e+01 4.578444094503275955e-04 2.990411643487974803e-19
1.983947753906250000e+01 4.577035022702869447e-04 2.985305960927462324e-19
1.984252929687500000e+01 4.575626601388877888e-04 2.980209861024974437e-19
1.984558105468750000e+01 4.574218830160914091e-04 2.975123324195015979e-19
1.984863281250000000e+01 4.572811708618905826e-04 2.970046330895362140e-19
1.985168457031250000e+01 4.571405236363073601e-04 2.964978861626937603e-19
1.985473632812500000e+01 4.569999412993962099e-04 2.959920896933726517e-19
1.985778808593750000e+01 4.568594238112406026e-04 2.954872417402665114e-19
1.986083984375000000e+01 4.567189711319560473e-04 2.949833403663543980e-19
1.986389160156250000e+01 4.565785832216880309e-04 2.944803836388915121e-19
1.986694335937500000e+01 4.564382600406133739e-04 2.939783696293966780e-19
1.986999511718750000e+01 4.562980015489383873e-04 2.934772964136438698e-19
1.987304687500000000e+01 4.561578077069008779e-04 2.929771620716526777e-19
1.987609863281250000e+01 4.560176784747686850e-04 2.924779646876759822e-19
1.987915039062500000e+01 4.558776138128409271e-04 2.919797023501933098e-19
1.988220214843750000e+01 4.557376136814459420e-04 2.914823731518979772e-19
1.988525390625000000e+01 4.555976780409442140e-04 2.909859751896869320e-19
1.988830566406250000e+01 4.554578068517247964e-04 2.904905065646538196e-19
1.989135742187500000e+01 4.553180000742084550e-04 2.899959653820753088e-19
1.989440917968750000e+01 4.551782576688459883e-04 2.895023497514052181e-19
1.989746093750000000e+01 4.550385795961189861e-04 2.890096577862605039e-19
1.990051269531250000e+01 4.548989658165380405e-04 2.885178876044137984e-19
1.990356445312500000e+01 4.547594162906454566e-04 2.880270373277838273e-19
1.990661621093750000e+01 4.546199309790133550e-04 2.875371050824236621e-19
1.990966796875000000e+01 4.544805098422435635e-04 2.870480889985136904e-19
1.991271972656250000e+01 4.543411528409688638e-04 2.865599872103491933e-19
1.991577148437500000e+01 4.542018599358516907e-04 2.860727978563319201e-19
1.991882324218750000e+01 4.540626310875855412e-04 2.855865190789603616e-19
1.992187500000000000e+01 4.539234662568923185e-04 2.851011490248201211e-19
1.992492675781250000e+01 4.537843654045260180e-04 2.846166858445739473e-19
1.992797851562500000e+01 4.536453284912694210e-04 2.841331276929523938e-19
1.993103027343750000e+01 4.535063554779357204e-04 2.836504727287432263e-19
1.993408203125000000e+01 4.533674463253679790e-04 2.831687191147835264e-19
1.993713378906250000e+01 4.532286009944396714e-04 2.826878650179489544e-19
1.994018554687500000e+01 4.530898194460539793e-04 2.822079086091443124e-19
1.994323730468750000e+01 4.529511016411439002e-04 2.817288480632948295e-19
1.994628906250000000e+01 4.528124475406724095e-04 2.812506815593350874e-19
1.994934082031250000e+01 4.526738571056324067e-04 2.807734072802011245e-19
1.995239257812500000e+01 4.525353302970464443e-04 2.802970234128203726e-19
1.995544433593750000e+01 4.523968670759672696e-04 2.798215281481027015e-19
1.995849609375000000e+01 4.522584674034778795e-04 2.793469196809301151e-19
1.996154785156250000e+01 4.521201312406897851e-04 2.788731962101474591e-19
1.996459960937500000e+01 4.519818585487448553e-04 2.784003559385541873e-19
1.996765136718750000e+01 4.518436492888147746e-04 2.779283970728936728e-19
1.997070312500000000e+01 4.517055034221009345e-04 2.774573178238456490e-19
1.997375488281250000e+01 4.515674209098346505e-04 2.769871164060149423e-19
1.997680664062500000e+01 4.514294017132762407e-04 2.765177910379233840e-19
1.997985839843750000e+01 4.512914457937156217e-04 2.760493399420000836e-19
1.998291015625000000e+01 4.511535531124727968e-04 2.755817613445721847e-19
1.998596191406250000e+01 4.510157236308974223e-04 2.751150534758576430e-19
1.998901367187500000e+01 4.508779573103682652e-04 2.746492145699530922e-19
1.999206542968750000e+01 4.507402541122937996e-04 2.741842428648250819e-19
1.999511718750000000e+01 4.506026139981118817e-04 2.737201366023045400e-19
1.999816894531250000e+01 4.504650369292890989e-04 2.732568940280712689e-19
2.000122070312500000e+01 4.503275228673228841e-04 2.727945133916527423e-19
2.000427246093750000e+01 4.501900717737396728e-04 2.723329929464084084e-19
2.000732421875000000e+01 4.500526836100943065e-04 2.718723309495235752e-19
2.001037597656250000e+01 4.499153583379720926e-04 2.714125256620005032e-19
2.001342773437500000e+01 4.497780959189865823e-04 2.709535753486483422e-19
2.001647949218750000e+01 4.496408963147819553e-04 2.704954782780765354e-19
2.001953125000000000e+01 4.495037594870303094e-04 2.700382327226814335e-19
2.002258300781250000e+01 4.493666853974339378e-04 2.695818369586426361e-19
2.002563476562500000e+01 4.492296740077238106e-04 2.691262892659099433e-19
2.002868652343750000e+01 4.490927252796600086e-04 2.686715879281966146e-19
2.003173828125000000e+01 4.489558391750324826e-04 2.682177312329708955e-19
2.003479003906250000e+01 4.488190156556596437e-04 2.677647174714445095e-19
2.003784179687500000e+01 4.486822546833891764e-04 2.673125449385679395e-19
2.004089355468750000e+01 4.485455562200974422e-04 2.668612119330172360e-19
2.004394531250000000e+01 4.484089202276908353e-04 2.664107167571893938e-19
2.004699707031250000e+01 4.482723466681038846e-04 2.659610577171903637e-19
2.005004882812500000e+01 4.481358355033003386e-04 2.655122331228279267e-19
2.005310058593750000e+01 4.479993866952731649e-04 2.650642412876030268e-19
2.005615234375000000e+01 4.478630002060443333e-04 2.646170805287003824e-19
2.005920410156250000e+01 4.477266759976638948e-04 2.641707491669806863e-19
2.006225585937500000e+01 4.475904140322114447e-04 2.637252455269710722e-19
2.006530761718750000e+01 4.474542142717954723e-04 2.632805679368576037e-19
2.006835937500000000e+01 4.473180766785536861e-04 2.628367147284756929e-19
2.007141113281250000e+01 4.471820012146512794e-04 2.623936842373016740e-19
2.007446289062500000e+01 4.470459878422834233e-04 2.619514748024455334e-19
2.007751464843750000e+01 4.469100365236741289e-04 2.615100847666404615e-19
2.008056640625000000e+01 4.467741472210750545e-04 2.610695124762355338e-19
2.008361816406250000e+01 4.466383198967673485e-04 2.606297562811867556e-19
2.008666992187500000e+01 4.465025545130607283e-04 2.601908145350490212e-19
2.008972167968750000e+01 4.463668510322935882e-04 2.597526855949682177e-19
2.009277343750000000e+01 4.462312094168326203e-04 2.593153678216714024e-19
2.009582519531250000e+01 4.460956296290736274e-04 2.588788595794591958e-19
2.009887695312500000e+01 4.459601116314406560e-04 2.584431592361969220e-19
2.010192871093750000e+01 4.458246553863865380e-04 2.580082651633071942e-19
2.010498046875000000e+01 4.456892608563918609e-04 2.575741757357616328e-19
2.010803222656250000e+01 4.455539280039666483e-04 2.571408893320709472e-19
2.011108398437500000e+01 4.454186567916496010e-04 2.567084043342782912e-19
2.011413574218750000e+01 4.452834471820061994e-04 2.562767191279500665e-19
2.011718750000000000e+01 4.451482991376321733e-04 2.558458321021680268e-19
2.012023925781250000e+01 4.450132126211507914e-04 2.554157416495220552e-19
2.012329101562500000e+01 4.448781875952136739e-04 2.549864461660994757e-19
2.012634277343750000e+01 4.447432240225007933e-04 2.545579440514793710e-19
2.012939453125000000e+01 4.446083218657209614e-04 2.541302337087229537e-19
2.013244628906250000e+01 4.444734810876104750e-04 2.537033135443660545e-19
2.013549804687500000e+01 4.443387016509345246e-04 2.532771819684110818e-19
2.013854980468750000e+01 4.442039835184864358e-04 2.528518373943183068e-19
2.014160156250000000e+01 4.440693266530870188e-04 2.524272782389981115e-19
2.014465332031250000e+01 4.439347310175863572e-04 2.520035029228032852e-19
2.014770507812500000e+01 4.438001965748618566e-04 2.515805098695201168e-19
2.015075683593750000e+01 4.436657232878196537e-04 2.511582975063620878e-19
2.015380859375000000e+01 4.435313111193935867e-04 2.507368642639597124e-19
2.015686035156250000e+01 4.433969600325459543e-04 2.503162085763535086e-19
2.015991210937500000e+01 4.432626699902666480e-04 2.498963288809868715e-19
2.016296386718750000e+01 4.431284409555735857e-04 2.494772236186959147e-19
2.016601562500000000e+01 4.429942728915132544e-04 2.490588912337051365e-19
2.016906738281250000e+01 4.428601657611596254e-04 2.486413301736155273e-19
2.017211914062500000e+01 4.427261195276151304e-04 2.482245388893996108e-19
2.017517089843750000e+01 4.425921341540094145e-04 2.478085158353918136e-19
2.017822265625000000e+01 4.424582096035000953e-04 2.473932594692813401e-19
2.018127441406250000e+01 4.423243458392735758e-04 2.469787682521055754e-19
2.018432617187500000e+01 4.421905428245432560e-04 2.465650406482391562e-19
2.018737792968750000e+01 4.420568005225507789e-04 2.461520751253896372e-19
2.019042968750000000e+01 4.419231188965651097e-04 2.457398701545872357e-19
2.019348144531250000e+01 4.417894979098831317e-04 2.453284242101777053e-19
2.019653320312500000e+01 4.416559375258304054e-04 2.449177357698167511e-19
2.019958496093750000e+01 4.415224377077591627e-04 2.445078033144589075e-19
2.020263671875000000e+01 4.413889984190490115e-04 2.440986253283514228e-19
2.020568847656250000e+01 4.412556196231084537e-04 2.436902002990271340e-19
2.020874023437500000e+01 4.411223012833730963e-04 2.432825267172962327e-19
2.021179199218750000e+01 4.409890433633057599e-04 2.428756030772387547e-19
2.021484375000000000e+01 4.408558458263977251e-04 2.424694278761966350e-19
2.021789550781250000e+01 4.407227086361668357e-04 2.420639996147667748e-19
2.022094726562500000e+01 4.405896317561590705e-04 2.416593167967926153e-19
2.022399902343750000e+01 4.404566151499482180e-04 2.412553779293573488e-19
2.022705078125000000e+01 4.403236587811351177e-04 2.408521815227765043e-19
2.023010253906250000e+01 4.401907626133477682e-04 2.404497260905890877e-19
2.023315429687500000e+01 4.400579266102426826e-04 2.400480101495517558e-19
2.023620605468750000e+01 4.399251507355030457e-04 2.396470322196309208e-19
2.023925781250000000e+01 4.397924349528388216e-04 2.392467908239930715e-19
2.024230957031250000e+01 4.396597792259889772e-04 2.388472844890022221e-19
2.024536132812500000e+01 4.395271835187186085e-04 2.384485117442067192e-19
2.024841308593750000e+01 4.393946477948199709e-04 2.380504711223362570e-19
2.025146484375000000e+01 4.392621720181138340e-04 2.376531611592923918e-19
2.025451660156250000e+01 4.391297561524475307e-04 2.372565803941413197e-19
2.025756835937500000e+01 4.389974001616953362e-04 2.368607273691078583e-19
2.026062011718750000e+01 4.388651040097589018e-04 2.364656006295660578e-19
2.026367187500000000e+01 4.387328676605676343e-04 2.360711987240328932e-19
2.026672363281250000e+01 4.386006910780773410e-04 2.356775202041620057e-19
2.026977539062500000e+01 4.384685742262717473e-04 2.352845636247341205e-19
2.027282714843750000e+01 4.383365170691614124e-04 2.348923275436526175e-19
2.027587890625000000e+01 4.382045195707835674e-04 2.345008105219338054e-19
2.027893066406250000e+01 4.380725816952028731e-04 2.341100111237004215e-19
2.028198242187500000e+01 4.379407034065115295e-04 2.337199279161755172e-19
2.028503417968750000e+01 4.378088846688276488e-04 2.333305594696734538e-19
2.028808593750000000e+01 4.376771254462974783e-04 2.329419043575946065e-19
2.029113769531250000e+01 4.375454257030935031e-04 2.325539611564169867e-19
2.029418945312500000e+01 4.374137854034157468e-04 2.321667284456893565e-19
2.029724121093750000e+01 4.372822045114906336e-04 2.317802048080241029e-19
2.030029296875000000e+01 4.371506829915714756e-04 2.313943888290899676e-19
2.030334472656250000e+01 4.370192208079391781e-04 2.310092790976064614e-19
2.030639648437500000e+01 4.368878179249008299e-04 2.306248742053340424e-19
2.030944824218750000e+01 4.367564743067906788e-04 2.302411727470698786e-19
2.031250000000000000e+01 4.366251899179693190e-04 2.298581733206381703e-19
2.031555175781250000e+01 4.364939647228250458e-04 2.294758745268853351e-19
2.031860351562500000e+01 4.363627986857718504e-04 2.290942749696727379e-19
2.032165527343750000e+01 4.362316917712513709e-04 2.287133732558678791e-19
2.032470703125000000e+01 4.361006439437314832e-04 2.283331679953396288e-19
2.032775878906250000e+01 4.359696551677067346e-04 2.279536578009501852e-19
2.033081054687500000e+01 4.358387254076984520e-04 2.275748412885477083e-19
2.033386230468750000e+01 4.357078546282547424e-04 2.271967170769609276e-19
2.033691406250000000e+01 4.355770427939501129e-04 2.268192837879911489e-19
2.033996582031250000e+01 4.354462898693854710e-04 2.264425400464052730e-19
2.034301757812500000e+01 4.353155958191891003e-04 2.260664844799291998e-19
2.034606933593750000e+01 4.351849606080150342e-04 2.256911157192415684e-19
2.034912109375000000e+01 4.350543842005442485e-04 2.253164323979663427e-19
2.035217285156250000e+01 4.349238665614839567e-04 2.249424331526653001e-19
2.035522460937500000e+01 4.347934076555678810e-04 2.245691166228332167e-19
2.035827636718750000e+01 4.346630074475566863e-04 2.241964814508889598e-19
2.036132812500000000e+01 4.345326659022364616e-04 2.238245262821695661e-19
2.036437988281250000e+01 4.344023829844208891e-04 2.234532497649246075e-19
2.036743164062500000e+01 4.342721586589490756e-04 2.230826505503080550e-19
2.037048339843750000e+01 4.341419928906870701e-04 2.227127272923712965e-19
2.037353515625000000e+01 4.340118856445268343e-04 2.223434786480578889e-19
2.037658691406250000e+01 4.338818368853868926e-04 2.219749032771959509e-19
2.037963867187500000e+01 4.337518465782123325e-04 2.216069998424918069e-19
2.038269042968750000e+01 4.336219146879739914e-04 2.212397670095228615e-19
2.038574218750000000e+01 4.334920411796691609e-04 2.208732034467317254e-19
2.038879394531250000e+01 4.333622260183212080e-04 2.205073078254190892e-19
2.039184570312500000e+01 4.332324691689800624e-04 2.201420788197371754e-19
2.039489746093750000e+01 4.331027705967212954e-04 2.197775151066832864e-19
2.039794921875000000e+01 4.329731302666469327e-04 2.194136153660928234e-19
2.040100097656250000e+01 4.328435481438854004e-04 2.190503782806349043e-19
2.040405273437500000e+01 4.327140241935907117e-04 2.186878025358018197e-19
2.040710449218750000e+01 4.325845583809432801e-04 2.183258868199062885e-19
2.041015625000000000e+01 4.324551506711492147e-04 2.179646298240724537e-19
2.041320800781250000e+01 4.323258010294412420e-04 2.176040302422311160e-19
2.041625976562500000e+01 4.321965094210775127e-04 2.172440867711125600e-19
2.041931152343750000e+01 4.320672758113422527e-04 2.168847981102391388e-19
2.042236328125000000e+01 4.319381001655461967e-04 2.165261629619209892e-19
2.042541503906250000e+01 4.318089824490252871e-04 2.161681800312481353e-19
2.042846679687500000e+01 4.316799226271415412e-04 2.158108480260835312e-19
2.043151855468750000e+01 4.315509206652834852e-04 2.154541656570592568e-19
2.043457031250000000e+01 4.314219765288646903e-04 2.150981316375671054e-19
2.043762207031250000e+01 4.312930901833252908e-04 2.147427446837541780e-19
2.044067382812500000e+01 4.311642615941304116e-04 2.143880035145150107e-19
2.044372558593750000e+01 4.310354907267717407e-04 2.140339068514872177e-19
2.044677734375000000e+01 4.309067775467662282e-04 2.136804534190437152e-19
2.044982910156250000e+01 4.307781220196569530e-04 2.133276419442872325e-19
2.045288085937500000e+01 4.306495241110125274e-04 2.129754711570428489e-19
2.045593261718750000e+01 4.305209837864271507e-04 2.126239397898533236e-19
2.045898437500000000e+01 4.303925010115209346e-04 2.122730465779715122e-19
2.046203613281250000e+01 4.302640757519396865e-04 2.119227902593553833e-19
2.046508789062500000e+01 4.301357079733544755e-04 2.115731695746610369e-19
2.046813964843750000e+01 4.300073976414623377e-04 2.112241832672360364e-19
2.047119140625000000e+01 4.298791447219857333e-04 2.108758300831139670e-19
2.047424316406250000e+01 4.297509491806730895e-04 2.105281087710084181e-19
2.047729492187500000e+01 4.296228109832974447e-04 2.101810180823063140e-19
2.048034667968750000e+01 4.294947300956580209e-04 2.098345567710615828e-19
2.048339843750000000e+01 4.293667064835798440e-04 2.094887235939904619e-19
2.048645019531250000e+01 4.292387401129127682e-04 2.091435173104636978e-19
2.048950195312500000e+01 4.291108309495319639e-04 2.087989366825000224e-19
2.049255371093750000e+01 4.289829789593392183e-04 2.084549804747637933e-19
2.049560546875000000e+01 4.288551841082606595e-04 2.081116474545540644e-19
2.049865722656250000e+01 4.287274463622478397e-04 2.077689363918014561e-19
2.050170898437500000e+01 4.285997656872779526e-04 2.074268460590620167e-19
2.050476074218750000e+01 4.284721420493533997e-04 2.070853752315092295e-19
2.050781250000000000e+01 4.283445754145023322e-04 2.067445226869310035e-19
2.051086425781250000e+01 4.282170657487776753e-04 2.064042872057212478e-19
2.051391601562500000e+01 4.280896130182575078e-04 2.060646675708748879e-19
2.051696777343750000e+01 4.279622171890457125e-04 2.057256625679816065e-19
2.052001953125000000e+01 4.278348782272706208e-04 2.053872709852196567e-19
2.052307128906250000e+01 4.277075960990870730e-04 2.050494916133522265e-19
2.052612304687500000e+01 4.275803707706741412e-04 2.047123232457174723e-19
2.052917480468750000e+01 4.274532022082355633e-04 2.043757646782261355e-19
2.053222656250000000e+01 4.273260903780014231e-04 2.040398147093532609e-19
2.053527832031250000e+01 4.271990352462260907e-04 2.037044721401339598e-19
2.053833007812500000e+01 4.270720367791889811e-04 2.033697357741569822e-19
2.054138183593750000e+01 4.269450949431955844e-04 2.030356044175587705e-19
2.054443359375000000e+01 4.268182097045750806e-04 2.027020768790177778e-19
2.054748535156250000e+01 4.266913810296827248e-04 2.023691519697476552e-19
2.055053710937500000e+01 4.265646088848981123e-04 2.020368285034947239e-19
2.055358886718750000e+01 4.264378932366260462e-04 2.017051052965274307e-19
2.055664062500000000e+01 4.263112340512965372e-04 2.013739811676341091e-19
2.055969238281250000e+01 4.261846312953639906e-04 2.010434549381156609e-19
2.056274414062500000e+01 4.260580849353083990e-04 2.007135254317806209e-19
2.056579589843750000e+01 4.259315949376339325e-04 2.003841914749391623e-19
2.056884765625000000e+01 4.258051612688704027e-04 2.000554518963969822e-19
2.057189941406250000e+01 4.256787838955713651e-04 1.997273055274496198e-19
2.057495117187500000e+01 4.255524627843164506e-04 1.993997512018777382e-19
2.057800292968750000e+01 4.254261979017090337e-04 1.990727877559399259e-19
2.058105468750000000e+01 4.252999892143782389e-04 1.987464140283690857e-19
2.058410644531250000e+01 4.251738366889773143e-04 1.984206288603648999e-19
2.058715820312500000e+01 4.250477402921842818e-04 1.980954310955881243e-19
2.059020996093750000e+01 4.249216999907021002e-04 1.977708195801570494e-19
2.059326171875000000e+01 4.247957157512577972e-04 1.974467931626393153e-19
2.059631347656250000e+01 4.246697875406040966e-04 1.971233506940488062e-19
2.059936523437500000e+01 4.245439153255177369e-04 1.968004910278377539e-19
2.060241699218750000e+01 4.244180990728000681e-04 1.964782130198927897e-19
2.060546875000000000e+01 4.242923387492771059e-04 1.961565155285290944e-19
2.060852050781250000e+01 4.241666343217997482e-04 1.958353974144833446e-19
2.061157226562500000e+01 4.240409857572431250e-04 1.955148575409115702e-19
2.061462402343750000e+01 4.239153930225068694e-04 1.951948947733803431e-19
2.061767578125000000e+01 4.237898560845153339e-04 1.948755079798619864e-19
2.062072753906250000e+01 4.236643749102172660e-04 1.945566960307304099e-19
2.062377929687500000e+01 4.235389494665858616e-04 1.942384577987543930e-19
2.062683105468750000e+01 4.234135797206186030e-04 1.939207921590928426e-19
2.062988281250000000e+01 4.232882656393380173e-04 1.936036979892887257e-19
2.063293457031250000e+01 4.231630071897902676e-04 1.932871741692645925e-19
2.063598632812500000e+01 4.230378043390463447e-04 1.929712195813154016e-19
2.063903808593750000e+01 4.229126570542015803e-04 1.926558331101051980e-19
2.064208984375000000e+01 4.227875653023755375e-04 1.923410136426611429e-19
2.064514160156250000e+01 4.226625290507121744e-04 1.920267600683666763e-19
2.064819335937500000e+01 4.225375482663797891e-04 1.917130712789580265e-19
2.065124511718750000e+01 4.224126229165707492e-04 1.913999461685172770e-19
2.065429687500000000e+01 4.222877529685017625e-04 1.910873836334687786e-19
2.065734863281250000e+01 4.221629383894139314e-04 1.907753825725722652e-19
2.066040039062500000e+01 4.220381791465724276e-04 1.904639418869183031e-19
2.066345214843750000e+01 4.219134752072666548e-04 1.901530604799226821e-19
2.066650390625000000e+01 4.217888265388102485e-04 1.898427372573223228e-19
2.066955566406250000e+01 4.216642331085403172e-04 1.895329711271665855e-19
2.067260742187500000e+01 4.215396948838198818e-04 1.892237609998173673e-19
2.067565917968750000e+01 4.214152118320340268e-04 1.889151057879390381e-19
2.067871093750000000e+01 4.212907839205929901e-04 1.886070044064954323e-19
2.068176269531250000e+01 4.211664111169308080e-04 1.882994557727437574e-19
2.068481445312500000e+01 4.210420933885055316e-04 1.879924588062307664e-19
2.068786621093750000e+01 4.209178307027996069e-04 1.876860124287863541e-19
2.069091796875000000e+01 4.207936230273190610e-04 1.873801155645184775e-19
2.069396972656250000e+01 4.206694703295940987e-04 1.870747671398079799e-19
2.069702148437500000e+01 4.205453725771782355e-04 1.867699660833042574e-19
2.070007324218750000e+01 4.204213297376503027e-04 1.864657113259184941e-19
2.070312500000000000e+01 4.202973417786118457e-04 1.861620018008213752e-19
2.070617675781250000e+01 4.201734086676887502e-04 1.858588364434341312e-19
2.070922851562500000e+01 4.200495303725307545e-04 1.855562141914266124e-19
2.071228027343750000e+01 4.199257068608113408e-04 1.852541339847100660e-19
2.071533203125000000e+01 4.198019381002278437e-04 1.849525947654339831e-19
2.071838378906250000e+01 4.196782240585014505e-04 1.846515954779790684e-19
2.072143554687500000e+01 4.195545647033774718e-04 1.843511350689541111e-19
2.072448730468750000e+01 4.194309600026241490e-04 1.840512124871890995e-19
2.072753906250000000e+01 4.193074099240342808e-04 1.837518266837313448e-19
2.073059082031250000e+01 4.191839144354238679e-04 1.834529766118395834e-19
2.073364257812500000e+01 4.190604735046331969e-04 1.831546612269813767e-19
2.073669433593750000e+01 4.189370870995255398e-04 1.828568794868242275e-19
2.073974609375000000e+01 4.188137551879882918e-04 1.825596303512337268e-19
2.074279785156250000e+01 4.186904777379322671e-04 1.822629127822667403e-19
2.074584960937500000e+01 4.185672547172920237e-04 1.819667257441681828e-19
2.074890136718750000e+01 4.184440860940258095e-04 1.816710682033642053e-19
2.075195312500000000e+01 4.183209718361152914e-04 1.813759391284585113e-19
2.075500488281250000e+01 4.181979119115653920e-04 1.810813374902267718e-19
2.075805664062500000e+01 4.180749062884052663e-04 1.807872622616122678e-19
2.076110839843750000e+01 4.179519549346869998e-04 1.804937124177203777e-19
2.076416015625000000e+01 4.178290578184864221e-04 1.802006869358148453e-19
2.076721191406250000e+01 4.177062149079032154e-04 1.799081847953112078e-19
2.077026367187500000e+01 4.175834261710595048e-04 1.796162049777727272e-19
2.077331542968750000e+01 4.174606915761019726e-04 1.793247464669063700e-19
2.077636718750000000e+01 4.173380110911998524e-04 1.790338082485564037e-19
2.077941894531250000e+01 4.172153846845460677e-04 1.787433893107006165e-19
2.078247070312500000e+01 4.170928123243572319e-04 1.784534886434454070e-19
2.078552246093750000e+01 4.169702939788728891e-04 1.781641052390204630e-19
2.078857421875000000e+01 4.168478296163561107e-04 1.778752380917745494e-19
2.079162597656250000e+01 4.167254192050928990e-04 1.775868861981699943e-19
2.079467773437500000e+01 4.166030627133932170e-04 1.772990485567795121e-19
2.079772949218750000e+01 4.164807601095899046e-04 1.770117241682791973e-19
2.080078125000000000e+01 4.163585113620392204e-04 1.767249120354453228e-19
2.080383300781250000e+01 4.162363164391203537e-04 1.764386111631488754e-19
2.080688476562500000e+01 4.161141753092357501e-04 1.761528205583514144e-19
2.080993652343750000e+01 4.159920879408112739e-04 1.758675392301001612e-19
2.081298828125000000e+01 4.158700543022957746e-04 1.755827661895225821e-19
2.081604003906250000e+01 4.157480743621615204e-04 1.752985004498234274e-19
2.081909179687500000e+01 4.156261480889033308e-04 1.750147410262774610e-19
2.082214355468750000e+01 4.155042754510398237e-04 1.747314869362271011e-19
